Additional Features,Antivirus,Backlit Keyboard,Battery Backup,Battery Cell,Bluetooth,Brand,Brightness,Cache,Certification,Chipset,Clock Speed,Color,Color Gamut,Covered in Warranty,Dedicated Graphic Memory Capacity,Dedicated Graphic Memory Type,Dimensions,Disk Drive,Dock Port,Domestic Warranty,EMMC Storage Capacity,Ethernet,Expandable Memory,Expandable SSD Capacity,Face Recognition,Finger Print Sensor,Firewire Port,Graphic Processor,HDD Capacity,HDMI Port,Hardware Interface,Inbuilt 4G LTE,Included Software,Internal Mic,International Warranty,Keyboard,Laptop Bag,Lock Port,MS Office Provided,Memory Slots,Mic In,Model Name,Model Number,Multi Card Slot,NFC Support,Not Covered in Warranty,Number of Cores,OS Architecture,Operating System,Optane Memory,Other Accessories,Part Number,Pointer Device,Power Supply,Price,Processor Brand,Processor Generation,Processor Name,Processor Variant,RAM,RAM Frequency,RAM Type,RJ11,RJ45,RPM,Read/Write Speed,Recovery Options,Refresh Rate,S-video,SSD,SSD Capacity,Sales Package,Screen Resolution,Screen Size,Screen Type,Security Chip,Series,Sound Chip,Sound Properties,Speakers,Storage Type,Stylus Included,Suitable For,Supported Operating System,System Architecture,TGP,Touchscreen,Type,USB Port,VGA Port,Warranty Service Type,Warranty Summary,Web Camera,Weight,Wireless LAN,Wireless WAN
,,,,3 Cell,v5.3,MSI Modern 15 H AI Intel Core Ultra 5 125H - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-050...,,,,,"Base frequency 700 MHz, Max Turbo Frequency Upto 4.6 GHz",Classic Black,,Manufacturing Defects,,,359 x 241 x 19.9 mm,Not Available,,1 Year,,,Upto 64 GB,,No,No,,Intel Integrated Arc,,1 x HDMI 2.1 (4K (at 60 Hz)),PCIe,,NA,Yes,1 Year,Single White Backlit Keyboard With Copilot Key,No,NA,No,2,Yes,Modern 15 H AI C1MG-050IN,Modern 15 H AI C1MG-050IN,1 x MicroSD Card Reader,No,"Physical Damage, Burn, Liquid Spill",14,64 bit,Windows 11 Home,,,9S7-15H551-050,Trackpad,90W Adapter,"₹50,990",Intel,,Core Ultra 5,125H,8 GB,5600 MHz,DDR5,,No,,,MSI Recovery,,,Yes,512 GB,"Laptop, Power Adapter, User Guide",1920 x 1080 Pixels,39.62 cm (15.6 inch),"Full HD, IPS Level. 45% NTSC",Firmware Trusted Platform Module(fTPM) 2.0,Modern 15 H AI,,,2 x 2W Speaker,SSD,,"Entertainment, Everyday Use, Performance, Processing & Multitasking",Windows 11 Home,64 bit,,No,Thin and Light Laptop,"3 x Type A USB 3.2 Gen 1, 1 x Type C (USB 3.2 Gen 2/DisplayPort/Power Delivery 3.0)",No,Onsite,1 Year On-Site Warranty,"HD Type (30fps (at 720p)), 3D Noise Reduction (3DNR)",1.9 kg,802.11 ax Wi-Fi 6E,Wi-Fi 6E
,,,,,v5.3,Lenovo IdeaPad Slim 5 AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Thin and...,,,,,700 MHz upto max turbo frequency at 4.5 Ghz,Cloud Grey,,Manufacturing Defects,,,356 x 251 x 17.9 mm,Not Available,,,,,,,No,No,,Intel Integrated Arc,,1 x HDMI 1.4b,,,,Yes,,"Backlit, English",,,Yes,,,16IMH9,16IMH9,,,Physical Damage,,,Windows 11 Home,,,83DC0042IN|83DC0003IN,,,"₹81,990",Intel,,Core Ultra 5,125H,16 GB,,LPDDR5X,,,,,,,,Yes,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1200 Pixel,40.64 cm (16 inch),"WUXGA, IPS 300nits Anti-glare, 100% sRGB, 60Hz",,IdeaPad Slim 5 AI PC,,,Yes,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On, 2 x USB-C (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort 1.4",,Carry-in,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,"Full HD 1080p + IR with Privacy Shutter, ToF Sensor",1.89 Kg,"Wi-Fi 6E, 11ax 2x2",
,,,,3 Cell,v5.3,MSI Cyborg 14 Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,,,,,"Base Frequency 1.5 GHz, Max Turbo Frequency Upto 4.6 GHz",Translucent Black,,Manufacturing Defects,4 GB,GDDR6,314.7 x 233.5 x 18.6 mm,Not Available,,2 Year,,,64 GB,,No,No,,NVIDIA GeForce RTX 2050,,1 x HDMI 2.1 (4K (at 60Hz)),,,Microsoft Office 2021,,1 Year,Blue Backlit Gaming Keyboard,No,,Yes,2,No,Cyborg 14 A13UCX,Cyborg 14 A13UCX-206IN,,No,"Physical Damage, Burn, Liquid Spill",,64 bit,Windows 11 Home,,,9S7-14P111-206,,120W Power Adapter,"₹56,990",Intel,13th Gen,Core i5,13420H,8 GB,5200 MHz,DDR5,No,Yes,,,,,,Yes,512 GB,"Laptop, Battery, Power Adapter, User Guide",1920 x 1200 Pixels,35.56 cm (14 inch),"Full HD+, Refresh Rate: 144Hz, 100% sRGB",,Cyborg 14,,,2W Dual Speaker,SSD,,"Entertainment, Gaming, Processing & Multitasking",Windows 11,,,No,Gaming Laptop,"1 x Type-C (USB 3.2 Gen2/DP), 2 x Type-A USB 3.2 Gen1",No,Carry-in,2 Year Warranty Term,HD Type 720p (at 30 fps),1.6 kg,802.11 ax Wi-Fi 6E,
,,,,,v5.3,HP Victus AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX ...,,,,,3.3GHz Upto max turbo frequency at 4.2 GHz,Performance Blue,,Manufacturing Defects,4 GB,GDDR6,357.9 x 239.7 x 22.5 mm,Not Available,,,,,,,,No,,AMD Radeon RX 6500M,,1 x HDMI 2.1,,,,Yes,,"Full Size, backlit, Performance blue keyboard with numeric keypad",,,Yes,,,15-fb0133AX,15-fb0133AX,,,Physical Damage,,,Windows 11 Home,,,87B79PA#ACJ,,,"₹58,990",AMD,,Ryzen 5 Hexa Core,5600H,16 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,39.62 cm (15.6 Inch),"Full HD, 144Hz refresh rate, IPS, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45% NTSC",,Victus,,,Yes,SSD,,Gaming,,,,No,Gaming Laptop,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",,Onsite,1 Year Onsite Warranty,HP Wide Vision 720p HD camera,2.37 Kg,Intel Wi-Fi 6E AX211 (2x2),
,,,,,v5.1,Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and Ligh...,,,,,up to 4.40 GHz,Arctic Grey,,Manufacturing Defects,,,359.2 x 236.5 x 19.9 mm,Not Available,,,,,,,,No,,Intel Integrated UHD,,1 x HDMI 1.4b,,,,Yes,,"Non-backlit, English",,,Yes,,,15IAU7,15IAU7,,,Physical Damage,,,Windows 11 Home,,,82RK00WXIN,,,"₹34,191",Intel,12th Gen,Core i3,1215U,8 GB,,DDR4,,,,,,,,Yes,256 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 X 1080 Pixel,39.62 cm (15.6 Inch),"Full HD, TN 250nits Anti-glare",,IdeaPad 3,,,Yes,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",,Carry-In,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,HD 720p with Privacy Shutter,1.63 kg,"Wi-Fi 6, 11ax 2x2",
,McAfee LiveSafe,Yes,Upto 10 Hours 15 minutes,3,v5.2,HP Pavilion AMD Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home) 14-ec0036AU Thin and Light Lapto...,,8,,,4.0,Natural Silver,,Manufacturing Defects,,DDR4,325 x 216.6 x 17.0mm,Not Available,No,1 Year,,,16,,No,No,,AMD Radeon AMD Radeon Graphics,,1 x HDMI,PCIe NVMe,,"Microsoft Office Home & Student 2019, HP Documentation, HP BIOS recovery, HP Smart",Built-in dual array microphone,,"Full-size, backlit, Natural Silver keyboard",,,No,,Yes,14-ec0036AU,14-ec0036AU,,No,Physical Damage,6,64 bit,Windows 11 Home,,,4X8O2PA#ACJ,HP Imagepad with multi-touch gesture support,65 W Smart AC power adapter,"₹49,990",AMD,,Ryzen 5 Hexa Core,,8 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, battery, Power adapter, warranty document, user guide, USB Ethernet adapter",1920 x 1080 Pixel,35.56 cm (14 inch),"Full HD, IPS, micro-edge, BrightView (250 nits Brightness, 45% NTSC Color Gamut, 157 ppi)",,Pavilion,,Audio by B&O,,SSD,,Processing & Multitasking,Windows 11 Home,64,,No,Thin and Light Laptop,"1 x USB type C, 2 x USB type A",,Onsite,1 Year onsite Warranty,HP Wide Vision 720p HD camera,1.41 kg,Realtek Wi-Fi CERTIFIED 6,
,,,Upto 13 Hours,,Yes,MICROSOFT Surface Laptop (7th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/512 GB SSD/Windows 1...,,,,,,Platinum,,Software & Hardware Only,,,301 x 220 x 17.5 mm,Not Available,,,,,,,,,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),,,,,,Dual Studio Mics with Voice Focus,,,,,No,,,ZGP-00023,ZGP-00023,,,Physical Damage,,,Windows 11 Home,,,ZGP-00023,,,"₹1,50,990",Qualcomm,,Snapdragon X Elite,,16 GB,,LPDDR5X,,,,,,,,Yes,512 GB,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",2304 x 1536 Pixel,35.05 cm (13.8 Inch),LCD PixelSense TM Touchscreen,,Surface Laptop (7th Edition) AI PC,,,2W stereo speakers with Dolby Atmos,SSD,,Processing & Multitasking,,,,Yes,Laptop,"2 x USB-C with USB4, 1 x USB-A 3.1",,Onsite,1 Year Onsite Warranty,"2MP, 1080p Full HD front facing",1.22 Kg,Wi-Fi 7,
,,,,,v5.3,MSI Commercial 14 H Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Pro) Commercial 14 H ...,,,,,Max turbo frequency at 4.60 Ghz,Solid Gray,,Manufacturing Defects,,,313.7 x 236 x 18.6 mm,Not Available,,,,,,,No,,,Intel Integrated Iris Xe,,1x HDMI 2.1 (4K @ 60Hz),,,,Yes,,Single backlight Keyboard(White),,,No,,,Commercial 14 H A13MG-064IN,Commercial 14 H A13MG-064IN,,,"Physical Damage, Burn, Liquid Spill",,,Windows 11 Pro,,,9S7-14L111-064,,,"₹82,990",Intel,13th Gen,Core i5,13420H,16 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop,Battery,Power Adapter, User Guide",1920 x 1200 Pixel,35.56 cm (14 Inch),"Full HD , IPS-Level panel",,Commercial 14 H,,,Yes,SSD,,Processing & Multitasking,,,,No,Business Laptop,"1 x Type-C (USB / DP / Thunderbolt 4) with PD charging, 3 x Type-A USB3.2 Gen1",,Onsite,3 Year Onsite Warranty,HD type (30fps@720p),1.6 Kg,802.11 ax Wi-Fi 6,
,,No,Up to 6 hrs,,v5.1,Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,,,,,3.3 GHz upto max turbo frequency at 4.4 Ghz,Storm Grey,,Manufacturing Defects,4 GB,GDDR6,359.6 x 264.8 x 25.2 mm,Not Available,,,,,,,,No,,NVIDIA GeForce RTX 2050,,,,,,Yes,,"White Backlit, English",,,Yes,,,15IRH8,LOQ 15IRH8D1,,,Physical Damage,,,Windows 11 Home,,,82XV00F4IN,,,"₹69,990",Intel,12th Gen,Core i5,12450H,16 GB,,DDR5,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,39.62 cm (15.6 inch),"Full HD IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC",,LOQ,,,Yes,SSD,,"Gaming, Everyday Use, Entertainment, Learning, Performance, Processing & Multitasking, Travel & Business",,,,No,Gaming Laptop,"1 x USB 3.2 Gen 1, 2 x USB 3.2 Gen 2, 1 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort 1.4)",,Onsite,1Yr Warranty and 1 Yr Accidental Damage Protection,FHD 1080p with E-shutter,2.4 Kg,"Wi-Fi 6, 11ax 2x2",
42WHrs Li-ion,,Yes,,3 cell,v5.0,ASUS VivoBook K15 OLED Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L312WS...,,6M,,,"3.00 GHz, Max Turbo Boost Frequency Up to 4.10 GHz",Indie Black,,Manufacturing Defects,,,359 x 235 x 17.9 mm,Not Available,,1 Year,,,,,,Yes,,Intel Integrated UHD,,1x HDMI 1.4 port,,,Office Home and Student 2021,Built-in Microphone,,Backlit Chiclet Keyboard with Num-key,,,Yes,,Yes,K513EA-L312WS,K513EA-L312WS,1 x Micro SD card reader,,Physical Damage,,64 bit,Windows 11 Home,,,90NB0SG1-M00BM0,,65W AC Adapter,"₹39,085",Intel,11th Gen,Core i3,1115G4,8 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, battery, adapter, cables and user manuals",1920 x 1080 Pixel,39.62 cm (15.6 inch),"Full HD OLED (0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut 1,000,000:1 VESA CERTIFIED Display HDR True Black 600 1.07 billion colors PANTONE Validated, Glossy display 70% less harmful blue light)",,VivoBook K15 OLED,,Audio by ICEpower,Built-in Speakers,SSD,,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",Windows 11 Home,,,No,Thin and Light Laptop,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",,Onsite,1 Year Onsite Warranty,720p HD camera,1.80 kg,Wi-Fi 6(802.11ax) 2x2,
,,Yes,,,v5.0,Acer One14 Backlit Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) Z8-415 Thin and ...,,,,,2.50GHz with Turbo boost upto 4.5GHz,Silver,,Manufacturing Defects,,,323 x 221 x 21.6 mm,Not Available,,,,,,,,,,Intel Integrated Iris Xe,,1 x HDMI 2.0 Port,,,,,,Isolated Keys keyboard,,,No,,,Z8-415,Z8-415,,,Physical Damage,,,Windows 11 Home,,,UN.599SI.020,,,"₹39,990",Intel,11th Gen,Core i5,1155G7,16 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,35.56 cm (14 Inch),Full HD,,One14 Backlit,,,,SSD,,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",,,,No,Thin and Light Laptop,,,Onsite,1 Year Onsite Warranty,HD webcam with Privacy Camera Physical Shutter,1.49 Kg,,
,,,UPTO 6 HRS,,v5.0,HP AMD Ryzen 3 Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Laptop,,,,,,Jet Black,,Manufacturing Defects,,DDR4,,Not Available,,,,,,,,,,AMD Radeon 15s,,,,,,,,,,,Yes,,,15s-ey1508AU,15s-ey1508AU,,,Physical Damage,,,Windows 11 Home,,,6Q0N0PA#ACJ,,,"₹28,500",AMD,,Ryzen 3 Dual Core,,8 GB,,DDR4,,,,,,,,Yes,256 GB,"Laptop, Power Adapter, User Guide, Warranty Documents",1920 x 1080 pixel,39.62 cm (15.6 inch),,,,,,,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,,,Onsite,1 Year Onsite Warranty,,,,
37 WHrs Li-ion Battery,,No,,2 Cell,v4.1,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS | X5...,,6,,,3.0 GHz up to max turbo frequency at 4.1 GHz,Transparent Silver,,Manufacturing Defects,,,360 x 235 x 19.9 mm,Not Available,,1 Year,,,16,2 TB,,Yes,,Intel Integrated UHD,,1 x HDMI 1.4 port,PCIe NVMe M.2,,,Built-in Microphone,,Chiclet Keyboard with Num-key,,,Yes,,Yes,X515EA-EJ322WS | X515EA-EJ328WS | X1500EA-EJ3379WS,X515EA-EJ322WS | X515EA-EJ328WS | X1500EA-EJ3379WS,,,Physical Damage,2,64 bit,Windows 11 Home,,,90NB0TY2-M00JK0 | 90NB0TY2-M047X0 | 90NB0TY6-M03EL0,,,"₹30,500",Intel,11th Gen,Core i3,1115G4,8 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Battery, Adapter, Cables and User Manuals",1920 x 1080 Pixel,39.62 cm (15.6 Inch),"FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit LCD, Anti-glare display, 200nits Brightness, 83 % Screen-to-body ratio",,Vivobook 15,,,Built-in Speaker,SSD,,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Windows 11 Home,,,No,Thin and Light Laptop,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",,Onsite,1 Year Onsite Warranty,VGA camera,1.80 kg,Wi-Fi 5(802.11ac) (Dual band) 1x1,
"41 WHr Li-ion Battery with Fast Charge Support, MU-MIMO Supported, Miracast Compatible",,,,3 cell,v4.2,HP 14s AMD Ryzen 5 Quad Core 3450U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fr0012AU Thin and Light Lap...,,6 MB,,,2.1 GHz with Turbo Boost Upto 3.5 GHz,Natural Silver,,Manufacturing Defects,,,324 x 225 x 17.9 mm,Not Available,,1 Year,,,Upto 16 GB,,,,,AMD Radeon Vega 8,,1 x HDMI Port (v1.4b),,,"Microsoft Office Home and Student 2019, HP Documentation, HP SSRM, HP Smart, HP Support Assistant",Integrated Dual Array Digital Microphone,,Full-size Natural Silver Keyboard,,,Yes,,Yes,,14s-fr0012AU,"3-in-1 Card Reader (SD, SDHC, SDXC)",,Physical Damage,4,64 bit,Windows 10 Home,,,275H7PA#ACJ,HP Imagepad with Multi-touch Gesture Support,,"₹35,450",AMD,,Ryzen 5 Quad Core,3450U,8 GB,2400 MHz,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,35.56 cm (14 inch),"Full HD LED Backlit Micro-edge BrightView Display (250 nits Brightness, 45% NTSC Color Gamut, 157 PPI)",,14s,,,Built-in Dual Speakers,SSD,,Processing & Multitasking,,64 bit,,No,Thin and Light Laptop,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",,Onsite,1 Year Onsite Warranty,HP True Vision 720p HD Webcam,1.46 kg,Realtek RTL8821CE 802.11a/b/g/n/ac (1x1) Wi-Fi,
,,,Upto 6 Hours,,yes,Acer Aspire Lite Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,,,,,1.2 Ghz. Turbo Upto 4.4 Ghz.,Steel Gray,,Manufacturer Defect,,DDR4,,Not Available,,1 Year,,10/100/1000,,,,,,Intel Integrated Intel HD,,1x HDMI,,,,Yes,,"keyboard with independent numeric keypad, international language support",,,Yes,,,Aspire Lite,AL15-52,,,"Damage, Burn",6,64 bit,Windows 11 Home,,,UN.431SI.341,"Multi-gesture touchpad, Built in Click pad with Microsoft PTP multi-gesture and scrolling function",,"₹31,990",Intel,12th Gen,Core i3,1215U,8 GB,,DDR4,,Yes,,,,,,Yes,512 GB,"Laptop, Adapter",1920 × 1080 pixel,39.62 cm (15.6 inch),"39.6 cm (15.6"") FHD TN 1920 x 1080, high-brightness Acer ComfyView LED-backlit TFT LCD",,Aspire Lite,,,Built-in speaker,SSD,,"Learning, Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",,,,No,Thin and Light Laptop,"1 x USB 3.2 Gen1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen2 (Type C)",,On Site,1 year,"HD Webcam with 1280 x 720 resolution, 720p HD audio/video recording",1.60 kg,Realtek 8822 CE WLAN+BT 5.0,
,,,,3 Cell,v5.3,MSI Cyborg 14 Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,,,,,"Base Frequency 1.5 GHz, Max Turbo Frequency Upto 4.6 GHz",Translucent Black,,Manufacturing Defects,6 GB,GDDR6,314.7 x 233.5 x 18.6 mm,Not Available,,2 Year,,,64 GB,,No,No,,NVIDIA GeForce RTX 3050,,1 x HDMI 2.1 (4K (at 60Hz)),,,Microsoft Office 2021,,1 Year,Blue Backlit Gaming Keyboard,No,,Yes,2,No,Cyborg 14 A13UDX,Cyborg 14 A13UDX-207IN,,No,"Physical Damage, Burn, Liquid Spill",,64 bit,Windows 11 Home,,,9S7-14P111-207,,120W Power Adapter,"₹61,990",Intel,13th Gen,Core i5,13420H,8 GB,5200 MHz,DDR5,No,Yes,,,,,,Yes,512 GB,"Laptop, Battery, Power Adapter, User Guide",1920 x 1200 Pixels,35.56 cm (14 inch),"Full HD+, Refresh Rate: 144Hz, 100% sRGB",,Cyborg 14,,,2W Dual Speaker,SSD,,"Entertainment, Gaming, Processing & Multitasking",Windows 11,,,No,Gaming Laptop,"1 x Type-C (USB 3.2 Gen2/DP), 2 x Type-A USB 3.2 Gen1",No,Carry-in,2 Year Warranty Term,HD Type 720p (at 30 fps),1.6 kg,802.11 ax Wi-Fi 6E,
,,,UPTO 6 HRS,,v5.0,HP AMD Ryzen 3 Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Laptop,,,,,,Jet Black,,Manufacturing Defects,,DDR4,,Not Available,,,,,,,,,,AMD Radeon 15s,,,,,,,,,,,Yes,,,15s-ey1508AU,15s-ey1508AU,,,Physical Damage,,,Windows 11 Home,,,6Q0N0PA#ACJ,,,"₹28,500",AMD,,Ryzen 3 Dual Core,,8 GB,,DDR4,,,,,,,,Yes,256 GB,"Laptop, Power Adapter, User Guide, Warranty Documents",1920 x 1080 pixel,39.62 cm (15.6 inch),,,,,,,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,,,Onsite,1 Year Onsite Warranty,,,,
,,Yes,,2 cell,v5.2,Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,,,,,Max turbo frequency at 4.4 Ghz,Steel Gray,,Manufacturing Defects,,,321.7 x 206.6 x 19.4 mm,Not Available,,,,,,,No,No,,Intel Integrated Intel Graphics,,1x HDMI Port,,,,Yes,,84-key Acer backlit keyboard layout with US language,,,No,,,A324-51,A324-51,,,Physical Damage,,64 bit,Windows 11 Home,,,UN.343SI.003,Touchpad,65 W,"₹44,990",Intel,12th Gen,Core i5,1235U,16 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,35.56 cm (14 Inch),"Full HD display with IPS (In-Plane Switching) technology, LED-backlit TFT LCD",,Aspire 3 Backlit,,,Two built-in stereo speakers,SSD,,Everyday Use,,,,No,Thin and Light Laptop,,,Onsite,1 Year Domestic Warranty,2M With Privacy Camera Shutter,1.45 Kg,WIFI 6,
"Processor : Great performance meets long battery life with the Intel Core i7-1165G7 Processor - up to 4.70 GHz, 4 cores, 8 threads, 12 MB Intel Smart Cache
Visibly Stunning: Experience sharp details and crisp colors on the 15.6"" Full HD display, 16:9 aspect ratio, ultra-slim design and narrow bezels. Store Anything without : 16GB RAM and 1TB SSD you can now store anything without having any lag
Operating System : Windows 11 Home,Microsoft Office, Graphic : Intel Iris Xe Graphics
Ports: one Type-C, two Type-A USB 2.0 port, and one Type-A USB 3.2 port.
Keyboard: 100-/101-/104-key keyboard with independent numeric keypad, international language support",,,Up To 4 Hours,,Yes,Acer Aspire Lite Premium Metal Intel Core i7 11th Gen 1165G7 - (16 GB/1 TB SSD/Windows 11 Home) AL15-5...,,,,INTEL,4.70 GHz,Steel Gray,,Manufacturing Defects,,,,Not Available,,,,,,,,,,Intel Integrated Intel,,,,,,,,,,,Yes,,,Aspire lite,AL15-51,,,Damage,4,64 bit,Windows 11 Home,,,AL15-51,,,"₹54,599",Intel,11th Gen,Core i7,1165G7,16 GB,,DDR4,,,,,,,,Yes,1 TB,"Laptop, Adapter, User Manual",1920 x 1080 pixel,39.62 cm (15.6 inch),"15.6"" Full HD display, 16:9 aspect ratio",,Aspire Lite Premium Metal,,,,SSD,,"Processing & Multitasking, Performance",,,,No,Thin and Light Laptop,,,Onsite,1 Year,,1.59 kg,,
,,,,,v5.3,MSI Modern 14 H Intel Core i9 13th Gen 13900H - (16 GB/1 TB SSD/Windows 11 Home) Modern 14 H D13MG-071...,,,,,1.9 GHz upto Max turbo frequency at 5.4 Ghz,Classic Black,,Manufacturing Defects,,,313.7 x 236 x 18.6 mm,Not Available,,,,,,,,No,,Intel Integrated Iris Xe,,1x HDMI2.1 (4K 60Hz),,,,Yes,,Single backlight Keyboard(White),,,No,,,Modern 14 H D13MG-071IN,Modern 14 H D13MG-071IN,,,"Physical Damage, Burn, Liquid Spill",,,Windows 11 Home,,,9S7-14L112-071,,,"₹75,990",Intel,13th Gen,Core i9,13900H,16 GB,,DDR4,,,,,,,,Yes,1 TB,"Laptop,Battery,Power Adapter, User Guide",1920 x 1200 Pixel,35.56 cm (14 inch),"FHD+ , IPS-Level panel",,Modern 14 H,,,Yes,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"1 x Type-C (USB / DP / Thunderbolt 4) with PD charging, 3 x Type-A USB3.2 Gen1",,Onsite,1 Year Onsite Warranty,HD type (30fps@720p)3D Noise Reduction (3DNR),1.6 Kg,802.11 ax Wi-Fi 6E,
,,,4 Hours,,YES,ASUS Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) K3504VA-LK542WS Laptop,,,,,,Silver,,Manufacturer Defect,,DDR5,,Not Available,,,,,,,,,,Intel Integrated,,,,,,,,,,,Yes,,,Vivobook 15X OLED,K3504VA-LK542WS,,,"Damage, Burn",,,Windows 11 Home,,,90NB10A2-M007U0,,,"₹66,990",Intel,13th Gen,Core i5,,16 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, User Manual, 65W AC Adapter",1920 x 1080 pixel,39.62 cm (15.6 inch),,,,,,,SSD,,Performance,,,,No,Laptop,,,On Site,1 Year Manufacturer Warranty,,,,
